Index,sentiment,binary_value,sentiment:confidence,text,tokens ,Column12
n120,3,1,0.7053," apple (nasdaq   aapl) participates in world aids day campaign    apple,  aapl, campaign    ","[\'apple\', \'nasdaq\', \'aapl\', \'participates\', \'in\', \'world\', \'aids\', \'day\', \'campaign\', \'apple\', \'aapl\', \'campaign\'] ",
n121,5,1,1,well played  ,"[\'well\', \'played\'] ",
n122,5,1,1,thank you ,"[\'thank\', \'you\'] ",
n123,1,0,0.6894,fix it  ,"[\'fix\', \'it\'] ",
n124,5,1,1,rt  thank you ,"[\'rt\', \'thank\', \'you\'] ",
n125,1,0,1,how long does it really take for a phone to ship  smh,"[\'how\', \'long\', \'does\', \'it\', \'really\', \'take\', \'for\', \'a\', \'phone\', \'to\', \'ship\', \'smh\'] ",
n126,3,1,1,  ipod lawsuit will reveal unseen steve jobs video ,"[\'ipod\', \'lawsuit\', \'will\', \'reveal\', \'unseen\', \'steve\', \'jobs\', \'video\'] ",
n127,3,1,1,rt    ipod lawsuit will reveal unseen steve jobs video ,"[\'rt\', \'ipod\', \'lawsuit\', \'will\', \'reveal\', \'unseen\', \'steve\', \'jobs\', \'video\'] ",
n128,3,1,1,lol dying  ,"[\'lol\', \'dying\'] ",
n130,1,0,1,"so, on my iphone5, the  health kit is no longer gathering data   sigh ","[\'so\', \'on\', \'my\', \'iphone5\', \'the\', \'health\', \'kit\', \'is\', \'no\', \'longer\', \'gathering\', \'data\', \'sigh\'] ",
n131,3,1,0.6806,"trade  aapl  free nightly updates are  posted here on  twitter, or you can visit the  trade  aapl free  website here ","[\'trade\', \'aapl\', \'free\', \'nightly\', \'updates\', \'are\', \'posted\', \'here\', \'on\', \'twitter\', \'or\', \'you\', \'can\', \'visit\', \'the\', \'trade\', \'aapl\', \'free\', \'website\', \'here\'] ",
n132,1,0,0.6864,thanks  for changing yet another fuck into duck   thanks ,"[\'thanks\', \'for\', \'changing\', \'yet\', \'another\', \'fuck\', \'into\', \'duck\', \'thanks\'] ",
n133,1,0,0.5339, yh news apple tumbles as much as 6 percent in unusual trading  by chuck mikolajczak new york (reuters)      ,"[\'yh\', \'news\', \'apple\', \'tumbles\', \'as\', \'much\', \'as\', \'6\', \'percent\', \'in\', \'unusual\', \'trading\', \'by\', \'chuck\', \'mikolajczak\', \'new\', \'york\', \'reuters\'] ",
n134,1,0,1, cause fuck ,"[\'cause\', \'fuck\'] ",
n135,3,1,1,rt  brass band at  store broadway  winterseve  nyc ,"[\'rt\', \'brass\', \'band\', \'at\', \'store\', \'broadway\', \'winterseve\', \'nyc\'] ",
n136,1,0,1,if i buy a 16 gb phone i should have 16 gbs to use ,"[\'if\', \'i\', \'buy\', \'a\', \'16\', \'gb\', \'phone\', \'i\', \'should\', \'have\', \'16\', \'gbs\', \'to\', \'use\'] ",
n137,1,0,1,fuck you for breaking my music ,"[\'fuck\', \'you\', \'for\', \'breaking\', \'my\', \'music\'] ",
n138,3,1,1,rt  brass band at  store broadway  winterseve  nyc ,"[\'rt\', \'brass\', \'band\', \'at\', \'store\', \'broadway\', \'winterseve\', \'nyc\'] ",
n139,3,1,1,"have  apple, inc s  ipad sales peaked?  aapl ","[\'have\', \'apple\', \'inc\', \'s\', \'ipad\', \'sales\', \'peaked\', \'aapl\'] ",
n140,3,1,1,rt  brass band at  store broadway  winterseve  nyc ,"[\'rt\', \'brass\', \'band\', \'at\', \'store\', \'broadway\', \'winterseve\', \'nyc\'] ",
n141,3,1,1,barclays  apple analyst joins the crowd and increases price target   forbes  aapl ,"[\'barclays\', \'apple\', \'analyst\', \'joins\', \'the\', \'crowd\', \'and\', \'increases\', \'price\', \'target\', \'forbes\', \'aapl\'] ",
n142,1,0,1,just need  to come out with a charger cord that keep a charge  amp  dont fall apart ,"[\'just\', \'need\', \'to\', \'come\', \'out\', \'with\', \'a\', \'charger\', \'cord\', \'that\', \'keep\', \'a\', \'charge\', \'amp\', \'dont\', \'fall\', \'apart\'] ",
n143,1,0,0.681,rt  you should be able to forward a voicemail  why isnt that a thing? ,"[\'rt\', \'you\', \'should\', \'be\', \'able\', \'to\', \'forward\', \'a\', \'voicemail\', \'why\', \'isnt\', \'that\', \'a\', \'thing\'] ",
n144,1,0,1, and  i speak for all of humanity  we want to chose what contacts are added to our contacts book from  facebook  thanks,"[\'and\', \'i\', \'speak\', \'for\', \'all\', \'of\', \'humanity\', \'we\', \'want\', \'to\', \'chose\', \'what\', \'contacts\', \'are\', \'added\', \'to\', \'our\', \'contacts\', \'book\', \'from\', \'facebook\', \'thanks\'] ",
n145,1,0,1, i h8 everything about u,"[\'i\', \'h8\', \'everything\', \'about\', \'u\'] ",
n146,1,0,1, ur a disgrace,"[\'ur\', \'a\', \'disgrace\'] ",
n147,3,1,0.5098, i want my pictures back,"[\'i\', \'want\', \'my\', \'pictures\', \'back\'] ",
n148,1,0,1,my phone is on acid right now  fix this,"[\'my\', \'phone\', \'is\', \'on\', \'acid\', \'right\', \'now\', \'fix\', \'this\'] ",
n149,1,0,1, i had a power cord problem  under warranty  you said it would be fine  it isnt  and now you wont replace it? ,"[\'i\', \'had\', \'a\', \'power\', \'cord\', \'problem\', \'under\', \'warranty\', \'you\', \'said\', \'it\', \'would\', \'be\', \'fine\', \'it\', \'isnt\', \'and\', \'now\', \'you\', \'wont\', \'replace\', \'it\'] ",
n150,1,0,1, this was normal use   no abuse! wrapped it exactly as you instructed me to  this is a fire hazard  you should replace it   defective,"[\'this\', \'was\', \'normal\', \'use\', \'no\', \'abuse\', \'wrapped\', \'it\', \'exactly\', \'as\', \'you\', \'instructed\', \'me\', \'to\', \'this\', \'is\', \'a\', \'fire\', \'hazard\', \'you\', \'should\', \'replace\', \'it\', \'defective\'] ",
n151,5,1,0.718," btw, i love all of your products   they rock!  your power cords are junk   you seriously need to fix this!","[\'btw\', \'i\', \'love\', \'all\', \'of\', \'your\', \'products\', \'they\', \'rock\', \'your\', \'power\', \'cords\', \'are\', \'junk\', \'you\', \'seriously\', \'need\', \'to\', \'fix\', \'this\'] ",
n152,3,1,1,rt  brass band at  store broadway  winterseve  nyc ,"[\'rt\', \'brass\', \'band\', \'at\', \'store\', \'broadway\', \'winterseve\', \'nyc\'] ",
n153,1,0,0.6894,rt  justice department cites 18th century federal law to get  to unlock iphones  ,"[\'rt\', \'justice\', \'department\', \'cites\', \'18th\', \'century\', \'federal\', \'law\', \'to\', \'get\', \'to\', \'unlock\', \'iphones\'] ",
n154,1,0,1,yo  fix your shitty imessage,"[\'yo\', \'fix\', \'your\', \'shitty\', \'imessage\'] ",
n155,5,1,0.6544, aapl rt  apples share repurchases have benefited shareholders by  80 billion  ,"[\'aapl\', \'rt\', \'apples\', \'share\', \'repurchases\', \'have\', \'benefited\', \'shareholders\', \'by\', \'80\', \'billion\'] ",
n156,5,1,0.6373,"even with apple watch delayed, im raising my aapl price target to  165     aapl  alex_cho","[\'even\', \'with\', \'apple\', \'watch\', \'delayed\', \'im\', \'raising\', \'my\', \'aapl\', \'price\', \'target\', \'to\', \'165\', \'aapl\', \'alex_cho\'] ",
n157,5,1,1,i love  between   amp   i earned  200 miles during the  blackfriday sale!  freemoney  centsability  cybermonday,"[\'i\', \'love\', \'between\', \'amp\', \'i\', \'earned\', \'200\', \'miles\', \'during\', \'the\', \'blackfriday\', \'sale\', \'freemoney\', \'centsability\', \'cybermonday\'] ",
n158,1,0,1,yo!  this auto correct shit gotta stop!!! changing my shit right when i send it,"[\'yo\', \'this\', \'auto\', \'correct\', \'shit\', \'gotta\', \'stop\', \'changing\', \'my\', \'shit\', \'right\', \'when\', \'i\', \'send\', \'it\'] ",
n159,3,1,1,first  logo was designed by co founder ronald wayne  drawing of isaac newton reading a book under an apple tree,"[\'first\', \'logo\', \'was\', \'designed\', \'by\', \'co\', \'founder\', \'ronald\', \'wayne\', \'drawing\', \'of\', \'isaac\', \'newton\', \'reading\', \'a\', \'book\', \'under\', \'an\', \'apple\', \'tree\'] ",
n160,1,0,1,those   pick up the slack you fuck boys ,"[\'those\', \'pick\', \'up\', \'the\', \'slack\', \'you\', \'fuck\', \'boys\'] ",
n162,5,1,0.6635, maybe good product but never better then  macbook air      its a fact,"[\'maybe\', \'good\', \'product\', \'but\', \'never\', \'better\', \'then\', \'macbook\', \'air\', \'its\', \'a\', \'fact\'] ",
n163,1,0,1,fucking faggots ,"[\'fucking\', \'faggots\'] ",
n164,1,0,0.6635, of course thats not their mother fucking at,"[\'of\', \'course\', \'thats\', \'not\', \'their\', \'mother\', \'fucking\', \'at\'] ",
n165,3,1,0.6816,apple inc  store logos turn red for world aids day   aapl,"[\'apple\', \'inc\', \'store\', \'logos\', \'turn\', \'red\', \'for\', \'world\', \'aids\', \'day\', \'aapl\'] ",
n166,1,0,1,the fuck kinda gay shit you print in the fucking ketosis ,"[\'the\', \'fuck\', \'kinda\', \'gay\', \'shit\', \'you\', \'print\', \'in\', \'the\', \'fucking\', \'ketosis\'] ",
n167,1,0,1,game     you bitches really trying me tonight! rt   gams night gawd,"[\'game\', \'you\', \'bitches\', \'really\', \'trying\', \'me\', \'tonight\', \'rt\', \'gams\', \'night\', \'gawd\'] ",
n168,3,1,1,apple ceo tim cook comes out as gay      via ,"[\'apple\', \'ceo\', \'tim\', \'cook\', \'comes\', \'out\', \'as\', \'gay\', \'via\'] ",
n169,1,0,1,rt   u need to get ur fucking shit together and let me txt while on youtube,"[\'rt\', \'u\', \'need\', \'to\', \'get\', \'ur\', \'fucking\', \'shit\', \'together\', \'and\', \'let\', \'me\', \'txt\', \'while\', \'on\', \'youtube\'] ",
n170,1,0,0.7206,  why cant i buy any version let alone the version i actually like of star wars on   stupid  lame  starwars,"[\'why\', \'cant\', \'i\', \'buy\', \'any\', \'version\', \'let\', \'alone\', \'the\', \'version\', \'i\', \'actually\', \'like\', \'of\', \'star\', \'wars\', \'on\', \'stupid\', \'lame\', \'starwars\'] ",
n171,3,1,0.6518,  perhaps a less malleable metal for the shell of the  iphone6splus   noticedsomecurve,"[\'perhaps\', \'a\', \'less\', \'malleable\', \'metal\', \'for\', \'the\', \'shell\', \'of\', \'the\', \'iphone6splus\', \'noticedsomecurve\'] ",
n172,3,1,1,macbook pro 13   non retina first startup   via    macbook  macbookpro  startup  hipster,"[\'macbook\', \'pro\', \'13\', \'non\', \'retina\', \'first\', \'startup\', \'via\', \'macbook\', \'macbookpro\', \'startup\', \'hipster\'] ",
n173,3,1,1,macbook pro 13in unboxing   via    macbook  macbookpro  startup  hipster  unboxing,"[\'macbook\', \'pro\', \'13in\', \'unboxing\', \'via\', \'macbook\', \'macbookpro\', \'startup\', \'hipster\', \'unboxing\'] ",
n174,3,1,1,ipad mini unboxing!   via    ipadmini  ipad  macbook  macbookpro  startup  hipster  unboxing,"[\'ipad\', \'mini\', \'unboxing\', \'via\', \'ipadmini\', \'ipad\', \'macbook\', \'macbookpro\', \'startup\', \'hipster\', \'unboxing\'] ",
n175,3,1,0.6491,ipad mini first time startup!   via    ipadmini  ipad  macbook  macbookpro  startup  hipster  unbox,"[\'ipad\', \'mini\', \'first\', \'time\', \'startup\', \'via\', \'ipadmini\', \'ipad\', \'macbook\', \'macbookpro\', \'startup\', \'hipster\', \'unbox\'] ",
n176,3,1,0.6765, where the ipod 6 at doe?,"[\'where\', \'the\', \'ipod\', \'6\', \'at\', \'doe\'] ",
n177,1,0,0.6827,can  drop audio only rendition requirement for ios apps?  \nusers hate it  \nno other stores want it \nother platforms dont know what it is,"[\'can\', \'drop\', \'audio\', \'only\', \'rendition\', \'requirement\', \'for\', \'ios\', \'apps\', \'users\', \'hate\', \'it\', \'no\', \'other\', \'stores\', \'want\', \'it\', \'other\', \'platforms\', \'dont\', \'know\', \'what\', \'it\', \'is\'] ",
n178,1,0,0.8539,"none too happy with  mac os x (yosemite), file vault 2, or boot camp right now  thankful to own a ","[\'none\', \'too\', \'happy\', \'with\', \'mac\', \'os\', \'x\', \'yosemite\', \'file\', \'vault\', \'2\', \'or\', \'boot\', \'camp\', \'right\', \'now\', \'thankful\', \'to\', \'own\', \'a\'] ",
n179,3,1,1," iphone6s to  emerge spring 2015 with    apple  watch?  ( tuesday, 2  december) ","[\'iphone6s\', \'to\', \'emerge\', \'spring\', \'2015\', \'with\', \'apple\', \'watch\', \'tuesday\', \'2\', \'december\'] ",
n180,3,1,1,all my apps on   ipodtouch5thgen  ,"[\'all\', \'my\', \'apps\', \'on\', \'ipodtouch5thgen\'] ",
n181,1,0,0.6882,i demand there be a tapatio emoji ,"[\'i\', \'demand\', \'there\', \'be\', \'a\', \'tapatio\', \'emoji\'] ",
n182,3,1,1,my apps   ipodtouch5thgen  ,"[\'my\', \'apps\', \'ipodtouch5thgen\'] ",
n183,3,1,0.679, aapl  \ncall america for free until christmas  tesco cuts costs for relaunch    \n,"[\'aapl\', \'call\', \'america\', \'for\', \'free\', \'until\', \'christmas\', \'tesco\', \'cuts\', \'costs\', \'for\', \'relaunch\'] ",
n184,1,0,0.7284,so for the second time  aapl  pages ate my edits  700bn?  amateurs  fail  iwantjobsback,"[\'so\', \'for\', \'the\', \'second\', \'time\', \'aapl\', \'pages\', \'ate\', \'my\', \'edits\', \'700bn\', \'amateurs\', \'fail\', \'iwantjobsback\'] ",
n185,1,0,1,feel so lost with out my phone  (   iphone 5 chargers are horrendous!  brokenchargerprobs,"[\'feel\', \'so\', \'lost\', \'with\', \'out\', \'my\', \'phone\', \'iphone\', \'5\', \'chargers\', \'are\', \'horrendous\', \'brokenchargerprobs\'] ",
n186,3,1,1, aapl apple heads to trial over digital music claims   ,"[\'aapl\', \'apple\', \'heads\', \'to\', \'trial\', \'over\', \'digital\', \'music\', \'claims\'] ",
n187,1,0,0.7248,excellent news  houseofcards s3 on  27 2! i wonder if yosemite  amp  my wifi will be talking by then   ? its been wks!!,"[\'excellent\', \'news\', \'houseofcards\', \'s3\', \'on\', \'27\', \'2\', \'i\', \'wonder\', \'if\', \'yosemite\', \'amp\', \'my\', \'wifi\', \'will\', \'be\', \'talking\', \'by\', \'then\', \'its\', \'been\', \'wks\'] ",
n188,1,0,1, my laptop is burning my legs what do u have to say about this,"[\'my\', \'laptop\', \'is\', \'burning\', \'my\', \'legs\', \'what\', \'do\', \'u\', \'have\', \'to\', \'say\', \'about\', \'this\'] ",
n189,5,1,0.667,    great news! hope your wifi gets sorted though!,"[\'great\', \'news\', \'hope\', \'your\', \'wifi\', \'gets\', \'sorted\', \'though\'] ",
n190,3,1,1,the secret of life from steve jobs in 46 seconds  some  motivation from the late ceo of  ,"[\'the\', \'secret\', \'of\', \'life\', \'from\', \'steve\', \'jobs\', \'in\', \'46\', \'seconds\', \'some\', \'motivation\', \'from\', \'the\', \'late\', \'ceo\', \'of\'] ",
n191,3,1,1,10 best  stevejobs  apple  aapl  tech30  via,"[\'10\', \'best\', \'stevejobs\', \'apple\', \'aapl\', \'tech30\', \'via\'] ",
n192,1,0,0.6826, this makes me feel so sad     why do u have to be so rood ,"[\'this\', \'makes\', \'me\', \'feel\', \'so\', \'sad\', \'why\', \'do\', \'u\', \'have\', \'to\', \'be\', \'so\', \'rood\'] ",
n193,1,0,1,i hate these  earphones so bad  why in the world did they think it was a good idea to p  ,"[\'i\', \'hate\', \'these\', \'earphones\', \'so\', \'bad\', \'why\', \'in\', \'the\', \'world\', \'did\', \'they\', \'think\', \'it\', \'was\', \'a\', \'good\', \'idea\', \'to\', \'p\'] ",
n194,3,1,1,  i need to reinstall on my apple ipad 2,"[\'i\', \'need\', \'to\', \'reinstall\', \'on\', \'my\', \'apple\', \'ipad\', \'2\'] ",
n195,5,1,1, i salut you!  photo ,"[\'i\', \'salut\', \'you\', \'photo\'] ",
n196,3,1,1,macbook pro 13   non retina first startup   via    macbook  macbookpro  startup  hipster,"[\'macbook\', \'pro\', \'13\', \'non\', \'retina\', \'first\', \'startup\', \'via\', \'macbook\', \'macbookpro\', \'startup\', \'hipster\'] ",
n197,3,1,1,macbook pro 13in unboxing   via    macbook  macbookpro  startup  hipster  unboxing,"[\'macbook\', \'pro\', \'13in\', \'unboxing\', \'via\', \'macbook\', \'macbookpro\', \'startup\', \'hipster\', \'unboxing\'] ",
n198,3,1,0.665,ipad mini unboxing!   via    ipadmini  ipad  macbook  macbookpro  startup  hipster  unboxing,"[\'ipad\', \'mini\', \'unboxing\', \'via\', \'ipadmini\', \'ipad\', \'macbook\', \'macbookpro\', \'startup\', \'hipster\', \'unboxing\'] ",
n199,3,1,0.667,ipad mini first time startup!   via    ipadmini  ipad  macbook  macbookpro  startup  hipster  unbox,"[\'ipad\', \'mini\', \'first\', \'time\', \'startup\', \'via\', \'ipadmini\', \'ipad\', \'macbook\', \'macbookpro\', \'startup\', \'hipster\', \'unbox\'] ",
n200,3,1,0.7651,"smartphone tablet to become home automation hub, how can any wireless protocol beat  wifi and  bluetooth   homekit   flic","[\'smartphone\', \'tablet\', \'to\', \'become\', \'home\', \'automation\', \'hub\', \'how\', \'can\', \'any\', \'wireless\', \'protocol\', \'beat\', \'wifi\', \'and\', \'bluetooth\', \'homekit\', \'flic\'] ",
n201,3,1,1,options outlook amid heavy week of economic events   aapl  goog  googl  tsla  wmt  premarket  markets,"[\'options\', \'outlook\', \'amid\', \'heavy\', \'week\', \'of\', \'economic\', \'events\', \'aapl\', \'goog\', \'googl\', \'tsla\', \'wmt\', \'premarket\', \'markets\'] ",
n202,1,0,0.6758,why you dying so fast phone? fuck you ,"[\'why\', \'you\', \'dying\', \'so\', \'fast\', \'phone\', \'fuck\', \'you\'] ",
n203,1,0,0.6681,  fix this,"[\'fix\', \'this\'] ",
n204,3,1,1,"its been said dont talk about politics, but i cant take it anymr  ill still post about   and others  but we need change ","[\'its\', \'been\', \'said\', \'dont\', \'talk\', \'about\', \'politics\', \'but\', \'i\', \'cant\', \'take\', \'it\', \'anymr\', \'ill\', \'still\', \'post\', \'about\', \'and\', \'others\', \'but\', \'we\', \'need\', \'change\'] ",
n206,3,1,0.7016,does anybody knows how to use    on a macbook pro retina us keyboard? thank you so much!   macbook  pro  apple  keyboard,"[\'does\', \'anybody\', \'knows\', \'how\', \'to\', \'use\', \'on\', \'a\', \'macbook\', \'pro\', \'retina\', \'us\', \'keyboard\', \'thank\', \'you\', \'so\', \'much\', \'macbook\', \'pro\', \'apple\', \'keyboard\'] ",
n207,3,1,0.6538,the best guest behind apples rapid stock price decline yesterday is algorithmic trading   40bn wiped off by automatic computer trades  aapl,"[\'the\', \'best\', \'guest\', \'behind\', \'apples\', \'rapid\', \'stock\', \'price\', \'decline\', \'yesterday\', \'is\', \'algorithmic\', \'trading\', \'40bn\', \'wiped\', \'off\', \'by\', \'automatic\', \'computer\', \'trades\', \'aapl\'] ",
n208,3,1,0.9144, awarded  patent 4  augmented reality devices w  transparent  displays    ,"[\'awarded\', \'patent\', \'4\', \'augmented\', \'reality\', \'devices\', \'w\', \'transparent\', \'displays\'] ",
